NUM	NUMT	PERF	TIME
0	4	18.643	21.4558s
1	4	18.9978	21.0551s
2	4	25.0836	15.9467s
3	4	40.2898	9.92808s
4	4	37.7572	10.594s
5	4	37.9033	10.5532s
6	4	37.9384	10.5434s
7	4	29.7119	13.4626s
8	4	31.0881	12.8666s
9	4	29.2485	13.6759s
10	4	28.0729	14.2486s
11	4	30.1886	13.25s
12	4	30.8928	12.948s
13	4	119.824	3.33823s
14	4	115.119	3.47465s
15	4	117.79	3.39588s
16	4	113.938	3.51067s
